1.25000000000000000000000000000000e+00	1.11803400516510009765625000000000e+00	4235
0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	5679
2.81250000000000000000000000000000e+00	1.67705094814300537109375000000000e+00	1690
0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	36516
1.25000000000000000000000000000000e+00	1.11803400516510009765625000000000e+00	6410
1.25000000000000000000000000000000e+00	1.11803400516510009765625000000000e+00	16302
2.25000000000000000000000000000000e+00	1.50000000000000000000000000000000e+00	8363
0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	31642
2.25000000000000000000000000000000e+00	1.50000000000000000000000000000000e+00	2346
2.25000000000000000000000000000000e+00	1.50000000000000000000000000000000e+00	10760
2.25000000000000000000000000000000e+00	1.50000000000000000000000000000000e+00	4023
2.00000000000000000000000000000000e+00	1.41421353816986083984375000000000e+00	2563
3.51562500000000000000000000000000e+00	1.87500000000000000000000000000000e+00	1491
2.25000000000000000000000000000000e+00	1.50000000000000000000000000000000e+00	2380
2.25000000000000000000000000000000e+00	1.50000000000000000000000000000000e+00	6251
2.25000000000000000000000000000000e+00	1.50000000000000000000000000000000e+00	16024
1.25000000000000000000000000000000e+00	1.11803400516510009765625000000000e+00	7393
2.25000000000000000000000000000000e+00	1.50000000000000000000000000000000e+00	8451
1.25000000000000000000000000000000e+00	1.11803400516510009765625000000000e+00	1485
1.25000000000000000000000000000000e+00	1.11803400516510009765625000000000e+00	3825
2.00000000000000000000000000000000e+00	1.41421353816986083984375000000000e+00	3612
1.25000000000000000000000000000000e+00	1.11803400516510009765625000000000e+00	2537
3.12500000000000000000000000000000e+00	1.76776695251464843750000000000000e+00	1418
1.25000000000000000000000000000000e+00	1.11803400516510009765625000000000e+00	2040
2.00000000000000000000000000000000e+00	1.41421353816986083984375000000000e+00	4676
2.00000000000000000000000000000000e+00	1.41421353816986083984375000000000e+00	13708
2.00000000000000000000000000000000e+00	1.41421353816986083984375000000000e+00	6574
1.25000000000000000000000000000000e+00	1.11803400516510009765625000000000e+00	1842
2.00000000000000000000000000000000e+00	1.41421353816986083984375000000000e+00	1290
2.00000000000000000000000000000000e+00	1.41421353816986083984375000000000e+00	2798
2.81250000000000000000000000000000e+00	1.67705094814300537109375000000000e+00	2286
2.25000000000000000000000000000000e+00	1.50000000000000000000000000000000e+00	2511
1.40625000000000000000000000000000e+00	1.18585407733917236328125000000000e+00	1416
