0.00000000000000000000000000000000e+00	2.55000000000000000000000000000000e+02	2.55000000000000000000000000000000e+02	77714
0.00000000000000000000000000000000e+00	2.55000000000000000000000000000000e+02	2.55000000000000000000000000000000e+02	46149
0.00000000000000000000000000000000e+00	2.55000000000000000000000000000000e+02	2.55000000000000000000000000000000e+02	62345
0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	49160
0.00000000000000000000000000000000e+00	2.55000000000000000000000000000000e+02	2.55000000000000000000000000000000e+02	42458
0.00000000000000000000000000000000e+00	2.55000000000000000000000000000000e+02	2.55000000000000000000000000000000e+02	72167
0.00000000000000000000000000000000e+00	2.55000000000000000000000000000000e+02	2.55000000000000000000000000000000e+02	251087
0.00000000000000000000000000000000e+00	2.55000000000000000000000000000000e+02	2.55000000000000000000000000000000e+02	107407
0.00000000000000000000000000000000e+00	2.55000000000000000000000000000000e+02	2.55000000000000000000000000000000e+02	87028
0.00000000000000000000000000000000e+00	2.55000000000000000000000000000000e+02	2.55000000000000000000000000000000e+02	53728
0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	19766
0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	37523
0.00000000000000000000000000000000e+00	9.20000000000000000000000000000000e+01	9.20000000000000000000000000000000e+01	2311
0.00000000000000000000000000000000e+00	2.55000000000000000000000000000000e+02	2.55000000000000000000000000000000e+02	45473
0.00000000000000000000000000000000e+00	1.55000000000000000000000000000000e+02	1.55000000000000000000000000000000e+02	1342
0.00000000000000000000000000000000e+00	1.00000000000000000000000000000000e+02	1.00000000000000000000000000000000e+02	2297
0.00000000000000000000000000000000e+00	2.54000000000000000000000000000000e+02	2.54000000000000000000000000000000e+02	7258
0.00000000000000000000000000000000e+00	2.54000000000000000000000000000000e+02	2.54000000000000000000000000000000e+02	5974
0.00000000000000000000000000000000e+00	2.54000000000000000000000000000000e+02	2.54000000000000000000000000000000e+02	2222
0.00000000000000000000000000000000e+00	2.54000000000000000000000000000000e+02	2.54000000000000000000000000000000e+02	5645
0.00000000000000000000000000000000e+00	1.00000000000000000000000000000000e+01	1.00000000000000000000000000000000e+01	14958
0.00000000000000000000000000000000e+00	1.00000000000000000000000000000000e+00	1.00000000000000000000000000000000e+00	4189
0.00000000000000000000000000000000e+00	9.00000000000000000000000000000000e+01	9.00000000000000000000000000000000e+01	2290
0.00000000000000000000000000000000e+00	1.00000000000000000000000000000000e+00	1.00000000000000000000000000000000e+00	3406
0.00000000000000000000000000000000e+00	1.52000000000000000000000000000000e+02	1.52000000000000000000000000000000e+02	1329
0.00000000000000000000000000000000e+00	1.01000000000000000000000000000000e+02	1.01000000000000000000000000000000e+02	2144
0.00000000000000000000000000000000e+00	2.53000000000000000000000000000000e+02	2.53000000000000000000000000000000e+02	4743
0.00000000000000000000000000000000e+00	2.53000000000000000000000000000000e+02	2.53000000000000000000000000000000e+02	2573
0.00000000000000000000000000000000e+00	2.53000000000000000000000000000000e+02	2.53000000000000000000000000000000e+02	1342
0.00000000000000000000000000000000e+00	2.51000000000000000000000000000000e+02	2.51000000000000000000000000000000e+02	2472
0.00000000000000000000000000000000e+00	1.10000000000000000000000000000000e+01	1.10000000000000000000000000000000e+01	4517
0.00000000000000000000000000000000e+00	2.00000000000000000000000000000000e+00	2.00000000000000000000000000000000e+00	2780
0.00000000000000000000000000000000e+00	9.50000000000000000000000000000000e+01	9.50000000000000000000000000000000e+01	2272
0.00000000000000000000000000000000e+00	2.00000000000000000000000000000000e+00	2.00000000000000000000000000000000e+00	1914
0.00000000000000000000000000000000e+00	1.57000000000000000000000000000000e+02	1.57000000000000000000000000000000e+02	1306
0.00000000000000000000000000000000e+00	1.02000000000000000000000000000000e+02	1.02000000000000000000000000000000e+02	2135
0.00000000000000000000000000000000e+00	2.52000000000000000000000000000000e+02	2.52000000000000000000000000000000e+02	3328
0.00000000000000000000000000000000e+00	2.52000000000000000000000000000000e+02	2.52000000000000000000000000000000e+02	2191
0.00000000000000000000000000000000e+00	2.52000000000000000000000000000000e+02	2.52000000000000000000000000000000e+02	794
0.00000000000000000000000000000000e+00	2.53000000000000000000000000000000e+02	2.53000000000000000000000000000000e+02	1836
0.00000000000000000000000000000000e+00	1.20000000000000000000000000000000e+01	1.20000000000000000000000000000000e+01	4022
0.00000000000000000000000000000000e+00	3.00000000000000000000000000000000e+00	3.00000000000000000000000000000000e+00	2105
0.00000000000000000000000000000000e+00	9.40000000000000000000000000000000e+01	9.40000000000000000000000000000000e+01	2261
0.00000000000000000000000000000000e+00	3.00000000000000000000000000000000e+00	3.00000000000000000000000000000000e+00	1164
0.00000000000000000000000000000000e+00	1.51000000000000000000000000000000e+02	1.51000000000000000000000000000000e+02	1282
0.00000000000000000000000000000000e+00	2.43000000000000000000000000000000e+02	2.43000000000000000000000000000000e+02	2109
0.00000000000000000000000000000000e+00	2.51000000000000000000000000000000e+02	2.51000000000000000000000000000000e+02	2674
0.00000000000000000000000000000000e+00	2.51000000000000000000000000000000e+02	2.51000000000000000000000000000000e+02	1739
0.00000000000000000000000000000000e+00	2.51000000000000000000000000000000e+02	2.51000000000000000000000000000000e+02	647
0.00000000000000000000000000000000e+00	2.46000000000000000000000000000000e+02	2.46000000000000000000000000000000e+02	1657
0.00000000000000000000000000000000e+00	9.00000000000000000000000000000000e+00	9.00000000000000000000000000000000e+00	3975
0.00000000000000000000000000000000e+00	4.00000000000000000000000000000000e+00	4.00000000000000000000000000000000e+00	1724
0.00000000000000000000000000000000e+00	9.90000000000000000000000000000000e+01	9.90000000000000000000000000000000e+01	2256
0.00000000000000000000000000000000e+00	4.00000000000000000000000000000000e+00	4.00000000000000000000000000000000e+00	880
0.00000000000000000000000000000000e+00	1.54000000000000000000000000000000e+02	1.54000000000000000000000000000000e+02	1274
0.00000000000000000000000000000000e+00	2.42000000000000000000000000000000e+02	2.42000000000000000000000000000000e+02	1750
0.00000000000000000000000000000000e+00	2.50000000000000000000000000000000e+02	2.50000000000000000000000000000000e+02	2068
0.00000000000000000000000000000000e+00	2.50000000000000000000000000000000e+02	2.50000000000000000000000000000000e+02	753
0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	530
0.00000000000000000000000000000000e+00	2.49000000000000000000000000000000e+02	2.49000000000000000000000000000000e+02	1567
0.00000000000000000000000000000000e+00	1.30000000000000000000000000000000e+01	1.30000000000000000000000000000000e+01	3421
0.00000000000000000000000000000000e+00	5.00000000000000000000000000000000e+00	5.00000000000000000000000000000000e+00	1541
0.00000000000000000000000000000000e+00	9.30000000000000000000000000000000e+01	9.30000000000000000000000000000000e+01	2243
0.00000000000000000000000000000000e+00	5.00000000000000000000000000000000e+00	5.00000000000000000000000000000000e+00	681
0.00000000000000000000000000000000e+00	1.67000000000000000000000000000000e+02	1.67000000000000000000000000000000e+02	1266
0.00000000000000000000000000000000e+00	9.90000000000000000000000000000000e+01	9.90000000000000000000000000000000e+01	1745
0.00000000000000000000000000000000e+00	2.49000000000000000000000000000000e+02	2.49000000000000000000000000000000e+02	1592
0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	640
0.00000000000000000000000000000000e+00	2.50000000000000000000000000000000e+02	2.50000000000000000000000000000000e+02	519
0.00000000000000000000000000000000e+00	2.52000000000000000000000000000000e+02	2.52000000000000000000000000000000e+02	1288
0.00000000000000000000000000000000e+00	1.40000000000000000000000000000000e+01	1.40000000000000000000000000000000e+01	3194
0.00000000000000000000000000000000e+00	6.00000000000000000000000000000000e+00	6.00000000000000000000000000000000e+00	1302
0.00000000000000000000000000000000e+00	9.70000000000000000000000000000000e+01	9.70000000000000000000000000000000e+01	2242
0.00000000000000000000000000000000e+00	6.00000000000000000000000000000000e+00	6.00000000000000000000000000000000e+00	524
0.00000000000000000000000000000000e+00	1.53000000000000000000000000000000e+02	1.53000000000000000000000000000000e+02	1253
0.00000000000000000000000000000000e+00	2.44000000000000000000000000000000e+02	2.44000000000000000000000000000000e+02	1714
0.00000000000000000000000000000000e+00	2.48000000000000000000000000000000e+02	2.48000000000000000000000000000000e+02	1372
0.00000000000000000000000000000000e+00	2.49000000000000000000000000000000e+02	2.49000000000000000000000000000000e+02	510
0.00000000000000000000000000000000e+00	2.49000000000000000000000000000000e+02	2.49000000000000000000000000000000e+02	366
0.00000000000000000000000000000000e+00	2.50000000000000000000000000000000e+02	2.50000000000000000000000000000000e+02	1223
