3.96881103515625000000000000000000e+00	1.99218750000000000000000000000000e+00	77714
3.96881103515625000000000000000000e+00	1.99218750000000000000000000000000e+00	46149
3.96881103515625000000000000000000e+00	1.99218750000000000000000000000000e+00	62345
0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	49160
3.96881103515625000000000000000000e+00	1.99218750000000000000000000000000e+00	42458
3.96881103515625000000000000000000e+00	1.99218750000000000000000000000000e+00	72167
3.96881103515625000000000000000000e+00	1.99218750000000000000000000000000e+00	251087
3.96881103515625000000000000000000e+00	1.99218750000000000000000000000000e+00	107407
3.96881103515625000000000000000000e+00	1.99218750000000000000000000000000e+00	87028
3.96881103515625000000000000000000e+00	1.99218750000000000000000000000000e+00	53728
1.56250000000000000000000000000000e+00	1.25000000000000000000000000000000e+00	20165
0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	40203
2.25000000000000000000000000000000e+00	1.50000000000000000000000000000000e+00	3390
3.96881103515625000000000000000000e+00	1.99218750000000000000000000000000e+00	45473
1.72265625000000000000000000000000e+00	1.31250000000000000000000000000000e+00	2139
2.25000000000000000000000000000000e+00	1.50000000000000000000000000000000e+00	6075
3.93774414062500000000000000000000e+00	1.98437500000000000000000000000000e+00	7457
3.93774414062500000000000000000000e+00	1.98437500000000000000000000000000e+00	6061
3.93774414062500000000000000000000e+00	1.98437500000000000000000000000000e+00	2309
3.93774414062500000000000000000000e+00	1.98437500000000000000000000000000e+00	6239
0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	19766
1.00000000000000000000000000000000e+00	1.00000000000000000000000000000000e+00	10611
2.06640625000000000000000000000000e+00	1.43750000000000000000000000000000e+00	3216
1.00000000000000000000000000000000e+00	1.00000000000000000000000000000000e+00	7287
1.41015625000000000000000000000000e+00	1.18750000000000000000000000000000e+00	2085
1.00000000000000000000000000000000e+00	1.00000000000000000000000000000000e+00	5704
3.90679931640625000000000000000000e+00	1.97656250000000000000000000000000e+00	4743
3.90679931640625000000000000000000e+00	1.97656250000000000000000000000000e+00	2573
1.00000000000000000000000000000000e+00	1.00000000000000000000000000000000e+00	1588
3.51562500000000000000000000000000e+00	1.87500000000000000000000000000000e+00	2961
1.00000000000000000000000000000000e+00	1.00000000000000000000000000000000e+00	12840
2.25000000000000000000000000000000e+00	1.50000000000000000000000000000000e+00	4987
1.89062500000000000000000000000000e+00	1.37500000000000000000000000000000e+00	3146
2.25000000000000000000000000000000e+00	1.50000000000000000000000000000000e+00	2492
1.80566406250000000000000000000000e+00	1.34375000000000000000000000000000e+00	2004
3.51562500000000000000000000000000e+00	1.87500000000000000000000000000000e+00	5571
3.87597656250000000000000000000000e+00	1.96875000000000000000000000000000e+00	3950
3.87597656250000000000000000000000e+00	1.96875000000000000000000000000000e+00	2422
3.90679931640625000000000000000000e+00	1.97656250000000000000000000000000e+00	1342
3.28515625000000000000000000000000e+00	1.81250000000000000000000000000000e+00	2673
2.25000000000000000000000000000000e+00	1.50000000000000000000000000000000e+00	10921
1.56250000000000000000000000000000e+00	1.25000000000000000000000000000000e+00	3218
1.97753906250000000000000000000000e+00	1.40625000000000000000000000000000e+00	3075
1.56250000000000000000000000000000e+00	1.25000000000000000000000000000000e+00	1677
1.89062500000000000000000000000000e+00	1.37500000000000000000000000000000e+00	1994
3.06250000000000000000000000000000e+00	1.75000000000000000000000000000000e+00	5508
3.84527587890625000000000000000000e+00	1.96093750000000000000000000000000e+00	2674
1.00000000000000000000000000000000e+00	1.00000000000000000000000000000000e+00	1884
2.25000000000000000000000000000000e+00	1.50000000000000000000000000000000e+00	1282
1.72265625000000000000000000000000e+00	1.31250000000000000000000000000000e+00	2616
3.06250000000000000000000000000000e+00	1.75000000000000000000000000000000e+00	8033
3.06250000000000000000000000000000e+00	1.75000000000000000000000000000000e+00	2597
2.64062500000000000000000000000000e+00	1.62500000000000000000000000000000e+00	3062
3.06250000000000000000000000000000e+00	1.75000000000000000000000000000000e+00	1070
1.64160156250000000000000000000000e+00	1.28125000000000000000000000000000e+00	1986
2.64062500000000000000000000000000e+00	1.62500000000000000000000000000000e+00	5327
3.81469726562500000000000000000000e+00	1.95312500000000000000000000000000e+00	2321
3.84527587890625000000000000000000e+00	1.96093750000000000000000000000000e+00	1739
1.56250000000000000000000000000000e+00	1.25000000000000000000000000000000e+00	1157
2.06640625000000000000000000000000e+00	1.43750000000000000000000000000000e+00	2562
1.26562500000000000000000000000000e+00	1.12500000000000000000000000000000e+00	7774
1.26562500000000000000000000000000e+00	1.12500000000000000000000000000000e+00	1705
2.44140625000000000000000000000000e+00	1.56250000000000000000000000000000e+00	3052
1.26562500000000000000000000000000e+00	1.12500000000000000000000000000000e+00	1017
2.15722656250000000000000000000000e+00	1.46875000000000000000000000000000e+00	1941
2.44140625000000000000000000000000e+00	1.56250000000000000000000000000000e+00	5190
3.75390625000000000000000000000000e+00	1.93750000000000000000000000000000e+00	2206
2.25000000000000000000000000000000e+00	1.50000000000000000000000000000000e+00	1416
3.06250000000000000000000000000000e+00	1.75000000000000000000000000000000e+00	1122
3.84527587890625000000000000000000e+00	1.96093750000000000000000000000000e+00	2472
1.89062500000000000000000000000000e+00	1.37500000000000000000000000000000e+00	7686
1.89062500000000000000000000000000e+00	1.37500000000000000000000000000000e+00	1592
2.15722656250000000000000000000000e+00	1.46875000000000000000000000000000e+00	3006
1.89062500000000000000000000000000e+00	1.37500000000000000000000000000000e+00	910
2.06640625000000000000000000000000e+00	1.43750000000000000000000000000000e+00	1938
1.56250000000000000000000000000000e+00	1.25000000000000000000000000000000e+00	4982
3.78424072265625000000000000000000e+00	1.94531250000000000000000000000000e+00	1592
1.56250000000000000000000000000000e+00	1.25000000000000000000000000000000e+00	1154
3.87597656250000000000000000000000e+00	1.96875000000000000000000000000000e+00	1061
2.25000000000000000000000000000000e+00	1.50000000000000000000000000000000e+00	2393
2.64062500000000000000000000000000e+00	1.62500000000000000000000000000000e+00	6099
2.64062500000000000000000000000000e+00	1.62500000000000000000000000000000e+00	1458
1.72265625000000000000000000000000e+00	1.31250000000000000000000000000000e+00	2953
2.64062500000000000000000000000000e+00	1.62500000000000000000000000000000e+00	738
2.25000000000000000000000000000000e+00	1.50000000000000000000000000000000e+00	1908
1.89062500000000000000000000000000e+00	1.37500000000000000000000000000000e+00	4920
3.06250000000000000000000000000000e+00	1.75000000000000000000000000000000e+00	1533
3.06250000000000000000000000000000e+00	1.75000000000000000000000000000000e+00	952
2.64062500000000000000000000000000e+00	1.62500000000000000000000000000000e+00	937
3.75390625000000000000000000000000e+00	1.93750000000000000000000000000000e+00	2368
3.51562500000000000000000000000000e+00	1.87500000000000000000000000000000e+00	5087
3.51562500000000000000000000000000e+00	1.87500000000000000000000000000000e+00	1189
2.34472656250000000000000000000000e+00	1.53125000000000000000000000000000e+00	2928
3.51562500000000000000000000000000e+00	1.87500000000000000000000000000000e+00	687
1.56250000000000000000000000000000e+00	1.25000000000000000000000000000000e+00	1905
3.28515625000000000000000000000000e+00	1.81250000000000000000000000000000e+00	4625
3.63378906250000000000000000000000e+00	1.90625000000000000000000000000000e+00	1503
3.81469726562500000000000000000000e+00	1.95312500000000000000000000000000e+00	834
3.51562500000000000000000000000000e+00	1.87500000000000000000000000000000e+00	921
3.87597656250000000000000000000000e+00	1.96875000000000000000000000000000e+00	2356
1.12890625000000000000000000000000e+00	1.06250000000000000000000000000000e+00	4006
2.84765625000000000000000000000000e+00	1.68750000000000000000000000000000e+00	1049
3.06250000000000000000000000000000e+00	1.75000000000000000000000000000000e+00	2906
1.12890625000000000000000000000000e+00	1.06250000000000000000000000000000e+00	666
1.48535156250000000000000000000000e+00	1.21875000000000000000000000000000e+00	1904
1.26562500000000000000000000000000e+00	1.12500000000000000000000000000000e+00	4557
2.74316406250000000000000000000000e+00	1.65625000000000000000000000000000e+00	1467
1.26562500000000000000000000000000e+00	1.12500000000000000000000000000000e+00	796
1.89062500000000000000000000000000e+00	1.37500000000000000000000000000000e+00	905
3.06250000000000000000000000000000e+00	1.75000000000000000000000000000000e+00	2321
1.41015625000000000000000000000000e+00	1.18750000000000000000000000000000e+00	3646
1.12890625000000000000000000000000e+00	1.06250000000000000000000000000000e+00	1045
2.84765625000000000000000000000000e+00	1.68750000000000000000000000000000e+00	2898
1.41015625000000000000000000000000e+00	1.18750000000000000000000000000000e+00	641
2.44140625000000000000000000000000e+00	1.56250000000000000000000000000000e+00	1866
2.06640625000000000000000000000000e+00	1.43750000000000000000000000000000e+00	4051
3.51562500000000000000000000000000e+00	1.87500000000000000000000000000000e+00	1454
3.75390625000000000000000000000000e+00	1.93750000000000000000000000000000e+00	747
