4.96057689189910888671875000000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9870
4.94959115982055664062500000000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9870
4.95387822389602661132812500000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9870
4.94751900434494018554687500000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9870
4.94549900293350219726562500000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9870
4.95875895023345947265625000000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9870
4.95669007301330566406250000000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9870
4.93567228317260742187500000000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9730
4.94019865989685058593750000000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9730
4.93802994489669799804687500000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9730
4.96444404125213623046875000000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9730
4.94507551193237304687500000000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9730
4.93805766105651855468750000000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9730
4.92428064346313476562500000000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9591
4.93149131536483764648437500000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9591
4.93111997842788696289062500000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9591
4.92684602737426757812500000000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9591
4.96722549200057983398437500000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9591
4.96597617864608764648437500000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9591
4.96643364429473876953125000000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9591
4.93268907070159912109375000000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9591
4.91744905710220336914062500000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9453
4.92079377174377441406250000000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9453
4.91561114788055419921875000000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9453
4.92355048656463623046875000000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9453
4.91724938154220581054687500000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9453
4.92280066013336181640625000000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9453
4.91353422403335571289062500000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9453
4.92084324359893798828125000000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9453
4.92252439260482788085937500000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9453
4.96955811977386474609375000000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	9316
4.98311609029769897460937500000000e-01	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	0.00000000000000000000000000000000e+00	4656
9.11647379398345947265625000000000e-01	1.00000000000000000000000000000000e+01	2.20881551504135131835937500000000e-02	9.13856220245361328125000000000000e+00	255
2.77774721384048461914062500000000e-01	1.00000000000000000000000000000000e+01	1.80556327104568481445312500000000e-01	2.95830345153808593750000000000000e+00	255
3.64784479141235351562500000000000e-01	1.00000000000000000000000000000000e+01	1.58803880214691162109375000000000e-01	3.80664873123168945312500000000000e+00	255
8.40187728404998779296875000000000e-01	1.00000000000000000000000000000000e+01	3.99530678987503051757812500000000e-02	8.44183063507080078125000000000000e+00	255
